Source,Target,Type,Weight,videos
UCY_xMbqXtYc7drnKHlylglg,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UCahdEeZyYHnOWIKC9GHqkoA,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UCzQRgFpdts6cvX0RJJ-KToQ,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UCIePNTYsCYSd3o13zXKLOrg,UCYW6xs-TjodTXuASEAsVEoQ,Undirected,1,1
UCIePNTYsCYSd3o13zXKLOrg,UCe5l9PrFAu0BrlN76f9Nxyg,Undirected,1,1
UCIePNTYsCYSd3o13zXKLOrg,UCmfr4S8C_jFNDsTBqfKhcXA,Undirected,1,1
UCIePNTYsCYSd3o13zXKLOrg,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCYW6xs-TjodTXuASEAsVEoQ,UCZ3ryrdsdqezi2q-AfRw6Rw,Undirected,1,1
UCYW6xs-TjodTXuASEAsVEoQ,UCe5l9PrFAu0BrlN76f9Nxyg,Undirected,1,1
UCYW6xs-TjodTXuASEAsVEoQ,UCmfr4S8C_jFNDsTBqfKhcXA,Undirected,1,1
UCYW6xs-TjodTXuASEAsVEoQ,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCZ3ryrdsdqezi2q-AfRw6Rw,UCe5l9PrFAu0BrlN76f9Nxyg,Undirected,1,1
UCZ3ryrdsdqezi2q-AfRw6Rw,UCmfr4S8C_jFNDsTBqfKhcXA,Undirected,1,1
UCZ3ryrdsdqezi2q-AfRw6Rw,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCe5l9PrFAu0BrlN76f9Nxyg,UCmfr4S8C_jFNDsTBqfKhcXA,Undirected,1,1
UCe5l9PrFAu0BrlN76f9Nxyg,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCmfr4S8C_jFNDsTBqfKhcXA,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCVYrK_s5cEjc-e0uAi5PjOA,UCd5-GqtcC4-DjpqiRZZKSoA,Undirected,1,1
UCVYrK_s5cEjc-e0uAi5PjOA,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCd5-GqtcC4-DjpqiRZZKSoA,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UC-BrDsLR17mMdGPEhKeI7Qg,UCXRDHEVhboV0dh2OayWxfFQ,Undirected,1,1
UC-BrDsLR17mMdGPEhKeI7Qg,UCiq3AU63tVOkwZoVYchA_Vg,Undirected,1,1
UC-BrDsLR17mMdGPEhKeI7Qg,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UC-BrDsLR17mMdGPEhKeI7Qg,UCuk88zGiVHHVPoWmMD5ARzQ,Undirected,1,1
UCXRDHEVhboV0dh2OayWxfFQ,UCiq3AU63tVOkwZoVYchA_Vg,Undirected,1,1
UCXRDHEVhboV0dh2OayWxfFQ,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,2,2
UCXRDHEVhboV0dh2OayWxfFQ,UCuk88zGiVHHVPoWmMD5ARzQ,Undirected,2,2
UCiq3AU63tVOkwZoVYchA_Vg,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCiq3AU63tVOkwZoVYchA_Vg,UCuk88zGiVHHVPoWmMD5ARzQ,Undirected,1,1
UCq8ZJhr7LVB6kIP6g_y2mDw,UCuk88zGiVHHVPoWmMD5ARzQ,Undirected,2,2
UCXRDHEVhboV0dh2OayWxfFQ,UCY8YH4TNTLc6A-aHy0Td4KQ,Undirected,1,1
UCY8YH4TNTLc6A-aHy0Td4KQ,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCY8YH4TNTLc6A-aHy0Td4KQ,UCuk88zGiVHHVPoWmMD5ARzQ,Undirected,1,1
UC2Oi_Pfzk-G3HyhnbP5vJLA,UC44DZLHQJOW-of5m5XZunLQ,Undirected,2,2
UC2KNOBqzElEs8TA7SR2Hm2w,UC4K0BPhoZW1MzEHnpk_jhHw,Undirected,10,10
UC2Oi_Pfzk-G3HyhnbP5vJLA,UC6ZQt8cygRUiuIuNUdV70xg,Undirected,1,1
UC4K0BPhoZW1MzEHnpk_jhHw,UC6ZQt8cygRUiuIuNUdV70xg,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UCiArRjW3gvtu5Cyq8_UJ6YA,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UCGmO0S4S-AunjRdmxA6TQYg,Undirected,2,2
UC6C83C8GKbIG5G0LEfXJpPA,UCGWVehdunJpe8gJwUX4j_yQ,Undirected,1,1
UC6C83C8GKbIG5G0LEfXJpPA,UCOTR1tcOAhjgi6YukrPpZxg,Undirected,1,1
UC6C83C8GKbIG5G0LEfXJpPA,UClOS5DLnH-5YKksvqqmTKUw,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UCOTR1tcOAhjgi6YukrPpZxg,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UClOS5DLnH-5YKksvqqmTKUw,Undirected,1,1
UCOTR1tcOAhjgi6YukrPpZxg,UClOS5DLnH-5YKksvqqmTKUw,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UCRxQxV6eJeKVOvpVnfUXf7Q,Undirected,1,1
UCGmO0S4S-AunjRdmxA6TQYg,UCRxQxV6eJeKVOvpVnfUXf7Q,Undirected,1,1
UCZGgd37wVNjK6tEDWxzxInA,UCgLEceZtHtnlvDvMIcATXhg,Undirected,5,5
UC1gRVHQrIsYiUCCMTroFefA,UC5SAacRKyV_m533D4W_tKCg,Undirected,1,1
UC1gRVHQrIsYiUCCMTroFefA,UCLjegCJ2Jh9qnsLDBg2NHWA,Undirected,1,1
UC5SAacRKyV_m533D4W_tKCg,UCLjegCJ2Jh9qnsLDBg2NHWA,Undirected,1,1
UC90MMS6XCq7r8LlKZUqqkUg,UCBPt2rEhll3CksbZi-e_iug,Undirected,6,6
UCRY0lbY0pNJLYGvf_pA7FHw,UC_WWW9mrl_k3ixRwruaMjQA,Undirected,9,9
UC8dGMVP89pb7DYnCP_6jV9g,UCRY0lbY0pNJLYGvf_pA7FHw,Undirected,1,1
UC8dGMVP89pb7DYnCP_6jV9g,UC_WWW9mrl_k3ixRwruaMjQA,Undirected,1,1
UCGFteZphdMTdEnlbuRpe5UA,UCRY0lbY0pNJLYGvf_pA7FHw,Undirected,1,1
UCGFteZphdMTdEnlbuRpe5UA,UC_WWW9mrl_k3ixRwruaMjQA,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCpA0jes0zRDDyK9nZQJUJew,Undirected,2,2
UCLJiPfQloc2HWiRI02yFxYA,UCq9rtIBggT1YnaueXdljc5A,Undirected,1,1
UCpA0jes0zRDDyK9nZQJUJew,UCq9rtIBggT1YnaueXdljc5A,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCNjOay5LF_nxQhQ7ZuNZpvg,Undirected,1,1
UC8qcoryizcHgr88rqyamFPg,UCLJiPfQloc2HWiRI02yFxYA,Undirected,1,1
UC8qcoryizcHgr88rqyamFPg,UCMcm_muuQpl2Ekfx03Inqxw,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCMcm_muuQpl2Ekfx03Inqxw,Undirected,1,1
UCKTA_n4VCxX8W3FcC4c70yQ,UCWwyvK98l3U3QPBGxII71kQ,Undirected,1,1
UCKTA_n4VCxX8W3FcC4c70yQ,UCqVDInNe0qLzDn4dwEALT-g,Undirected,1,1
UCLKRVZ_80ZZyL7G1NbvpzkQ,UCWwyvK98l3U3QPBGxII71kQ,Undirected,1,1
UCWwyvK98l3U3QPBGxII71kQ,UCqVDInNe0qLzDn4dwEALT-g,Undirected,1,1
UCKTA_n4VCxX8W3FcC4c70yQ,UCorFnu88wHq8ydHXzco4bLQ,Undirected,1,1
UCKTA_n4VCxX8W3FcC4c70yQ,UCfjca6Z_wpyinTqHdIYJ49Q,Undirected,1,1
UCX3PvjGUu8WaU-CiP8wKzww,UCmI1ZpKkY3i7tXAQhnXSJvg,Undirected,1,1
UCZ1DpCt_emfN3QvBTEvK0Xw,UCj1dD19IqM7YuuwcoIrykww,Undirected,4,4
UCj1dD19IqM7YuuwcoIrykww,UCmI1ZpKkY3i7tXAQhnXSJvg,Undirected,3,3
UCZ1DpCt_emfN3QvBTEvK0Xw,UClMtSsIK8ZQHpqqpp5Lhe-Q,Undirected,1,1
UCj1dD19IqM7YuuwcoIrykww,UClMtSsIK8ZQHpqqpp5Lhe-Q,Undirected,1,1
UCj1dD19IqM7YuuwcoIrykww,UCqPOwltQpz3pJMPCz2XUlzw,Undirected,1,1
UClMtSsIK8ZQHpqqpp5Lhe-Q,UCqPOwltQpz3pJMPCz2XUlzw,Undirected,1,1
UCUtkLX3O4JhU8eY5Pq3UVmQ,UCj1dD19IqM7YuuwcoIrykww,Undirected,1,1
UCj1dD19IqM7YuuwcoIrykww,UCmJqEO1luDcnD1dByuTZWlg,Undirected,1,1
UC6PuiZi9ICsXT4bIXnwPqKQ,UCCC2xWKIK8GaYRgvv7df3Vw,Undirected,1,1
UCCDbrXNB-N9bj4qWtp7IO9w,UCjo-udZqf126Mxp9LCxSNMQ,Undirected,10,10
UCc9OAcTfTdA57v91THXf8MA,UCndOUEEJsZf1gwIjegcd1bw,Undirected,10,10
UCBtuFiLjcevA5gLfWgeiRzw,UCh6eUVqErIE0B38vbIRzUqQ,Undirected,1,1
UCBtuFiLjcevA5gLfWgeiRzw,UCupOQ6YCLqiGYRaojRIIw7g,Undirected,1,1
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCh6eUVqErIE0B38vbIRzUqQ,Undirected,1,1
UCBKqbSl9bK_ln9zZ-C5rP0Q,UCupOQ6YCLqiGYRaojRIIw7g,Undirected,1,1
UC34LwS_QwS9KiGESFdW1b0g,UCh6eUVqErIE0B38vbIRzUqQ,Undirected,1,1
UC34LwS_QwS9KiGESFdW1b0g,UCupOQ6YCLqiGYRaojRIIw7g,Undirected,1,1
UCEAvwlv0ZtJrSsgaA2CewOw,UCaak9sggUeIBPOd8iK_BXcQ,Undirected,10,10
UCAzItoTqkXzroYBY8mxMijg,UCPm_EVBbmG8LUD1t3AHtTCA,Undirected,1,1
UCAzItoTqkXzroYBY8mxMijg,UCdl1DumtLo0DuKZ_N6Lm51w,Undirected,3,3
UCAzItoTqkXzroYBY8mxMijg,UCnv4aUhFFEYX_N_lXDnKkOg,Undirected,1,1
UCdl1DumtLo0DuKZ_N6Lm51w,UCnv4aUhFFEYX_N_lXDnKkOg,Undirected,1,1
UC1tk9F5-MGXEq4LWnjmrtpA,UCa9Y57gfeY0Zro_noHRVrnw,Undirected,1,1
UCJFZiqLMntJufDCHc6bQixg,UCa9Y57gfeY0Zro_noHRVrnw,Undirected,1,1
UCKYdlncC-QcSUwPfQiJF5xQ,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,2,2
UCKYdlncC-QcSUwPfQiJF5xQ,UCpLKk1TqiGRqLWcR9_ZcNaA,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCpLKk1TqiGRqLWcR9_ZcNaA,Undirected,1,1
UCBn41FlxHaINjQuaIfzRZbQ,UCKYdlncC-QcSUwPfQiJF5xQ,Undirected,1,1
UCBn41FlxHaINjQuaIfzRZbQ,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UCBn41FlxHaINjQuaIfzRZbQ,UCzgfM9sCaXwlTiJRm3BaUTw,Undirected,1,1
UCKYdlncC-QcSUwPfQiJF5xQ,UCzgfM9sCaXwlTiJRm3BaUTw,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCzgfM9sCaXwlTiJRm3BaUTw,Undirected,2,2
UCH6Xtt4GpcQXjOq0_PTDhAw,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UCH6Xtt4GpcQXjOq0_PTDhAw,UCvphk6AsQeHJO-__nwSIi9w,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCvphk6AsQeHJO-__nwSIi9w,Undirected,1,1
UC1r2iaGAdYKNiVRMLSMGfpA,UC2OgzdgLQ7vxlANVxF3kgvg,Undirected,1,1
UC1r2iaGAdYKNiVRMLSMGfpA,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UC2OgzdgLQ7vxlANVxF3kgvg,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UC-cGs-5HqIutyUrPa8mmDUA,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UC2yHnmipL-UYnn0SlKQQ3jA,UCRG_RR8R2mdmQTHVdrvDpAw,Undirected,1,1
UC2yHnmipL-UYnn0SlKQQ3jA,UCzgfM9sCaXwlTiJRm3BaUTw,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCRkCKuxqmRNsrxxzD0YXuWw,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCuoWJlFNPXcp0r0m_XgJ4WA,Undirected,1,1
UCRG_RR8R2mdmQTHVdrvDpAw,UCy3XqyXzywNL3tBGFkmtppw,Undirected,1,1
UCRkCKuxqmRNsrxxzD0YXuWw,UCuoWJlFNPXcp0r0m_XgJ4WA,Undirected,1,1
UCRkCKuxqmRNsrxxzD0YXuWw,UCy3XqyXzywNL3tBGFkmtppw,Undirected,1,1
UCuoWJlFNPXcp0r0m_XgJ4WA,UCy3XqyXzywNL3tBGFkmtppw,Undirected,1,1
UC-XjcVfNkDQHe9D3NnSFK5Q,UCNqF45HGPzi9kLTXDEL5bJw,Undirected,2,2
UC-XjcVfNkDQHe9D3NnSFK5Q,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,2,2
UC-XjcVfNkDQHe9D3NnSFK5Q,UChGJl-rLmEonGgIwxJgSRgA,Undirected,2,2
UC-XjcVfNkDQHe9D3NnSFK5Q,UCsO7YFCfyZfyfgXkKsDfRdg,Undirected,1,1
UC-XjcVfNkDQHe9D3NnSFK5Q,UCykoazzbsMdR4kvbayBLijg,Undirected,1,1
UCNqF45HGPzi9kLTXDEL5bJw,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,2,2
UCNqF45HGPzi9kLTXDEL5bJw,UChGJl-rLmEonGgIwxJgSRgA,Undirected,2,2
UCNqF45HGPzi9kLTXDEL5bJw,UCsO7YFCfyZfyfgXkKsDfRdg,Undirected,1,1
UCNqF45HGPzi9kLTXDEL5bJw,UCykoazzbsMdR4kvbayBLijg,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UChGJl-rLmEonGgIwxJgSRgA,Undirected,2,2
UCV2h8gmsQDhJ7dWUFTP9wTA,UCsO7YFCfyZfyfgXkKsDfRdg,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UCykoazzbsMdR4kvbayBLijg,Undirected,1,1
UChGJl-rLmEonGgIwxJgSRgA,UCsO7YFCfyZfyfgXkKsDfRdg,Undirected,1,1
UChGJl-rLmEonGgIwxJgSRgA,UCykoazzbsMdR4kvbayBLijg,Undirected,1,1
UCsO7YFCfyZfyfgXkKsDfRdg,UCykoazzbsMdR4kvbayBLijg,Undirected,1,1
UCP-QjV3Rn7QHJ4Oi1_9Ykmg,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UC-XjcVfNkDQHe9D3NnSFK5Q,UCnrO51AgAcJKr8Ui0igW94Q,Undirected,1,1
UCNqF45HGPzi9kLTXDEL5bJw,UCnrO51AgAcJKr8Ui0igW94Q,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UCnrO51AgAcJKr8Ui0igW94Q,Undirected,1,1
UChGJl-rLmEonGgIwxJgSRgA,UCnrO51AgAcJKr8Ui0igW94Q,Undirected,1,1
UC5wa0tOg4bZ4YwUhlu5_iDg,UCH96SkPfbmfOO5n70cscVtg,Undirected,1,1
UC5wa0tOg4bZ4YwUhlu5_iDg,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UC5wa0tOg4bZ4YwUhlu5_iDg,UCjySTKIgbyrtyY4aUhChGEw,Undirected,1,1
UCH96SkPfbmfOO5n70cscVtg,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UCH96SkPfbmfOO5n70cscVtg,UCjySTKIgbyrtyY4aUhChGEw,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UCjySTKIgbyrtyY4aUhChGEw,Undirected,2,2
UCRjdIz5ngcJVDZ-bjs2mEzg,UCTx_ayciDLzGiFN1PuEuc4g,Undirected,1,1
UCRjdIz5ngcJVDZ-bjs2mEzg,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UCRjdIz5ngcJVDZ-bjs2mEzg,UCjySTKIgbyrtyY4aUhChGEw,Undirected,1,1
UCRjdIz5ngcJVDZ-bjs2mEzg,UClLuHHRMJ414gUgM6tmVc1A,Undirected,1,1
UCTx_ayciDLzGiFN1PuEuc4g,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UCTx_ayciDLzGiFN1PuEuc4g,UCjySTKIgbyrtyY4aUhChGEw,Undirected,1,1
UCTx_ayciDLzGiFN1PuEuc4g,UClLuHHRMJ414gUgM6tmVc1A,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UClLuHHRMJ414gUgM6tmVc1A,Undirected,1,1
UCjySTKIgbyrtyY4aUhChGEw,UClLuHHRMJ414gUgM6tmVc1A,Undirected,1,1
UCEPz7qJRNuQ8EL-lggJXZpQ,UCFBXZw1ZrnWSUtB3eE7ib1g,Undirected,1,1
UCEPz7qJRNuQ8EL-lggJXZpQ,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UCEPz7qJRNuQ8EL-lggJXZpQ,UCVX-nnd_hGWxwWpMPNtUhLw,Undirected,1,1
UCFBXZw1ZrnWSUtB3eE7ib1g,UCV2h8gmsQDhJ7dWUFTP9wTA,Undirected,1,1
UCFBXZw1ZrnWSUtB3eE7ib1g,UCVX-nnd_hGWxwWpMPNtUhLw,Undirected,1,1
UCV2h8gmsQDhJ7dWUFTP9wTA,UCVX-nnd_hGWxwWpMPNtUhLw,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCAPtjSEfQ5jyu4yUvM_wU2Q,Undirected,3,3
UC8saOtRMr4bMetYYAWVdBCw,UCGso3fqefRJBfJEU67KfFXA,Undirected,2,2
UC8saOtRMr4bMetYYAWVdBCw,UCwXNocjaf6w6oASh6lEts2g,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCGso3fqefRJBfJEU67KfFXA,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCwXNocjaf6w6oASh6lEts2g,Undirected,1,1
UCGso3fqefRJBfJEU67KfFXA,UCwXNocjaf6w6oASh6lEts2g,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCBANN_yhWMdIqzhBoWuCHFA,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCJrI3JMBC7mYLEs3TGEa9Bg,Undirected,1,1
UCBANN_yhWMdIqzhBoWuCHFA,UCJrI3JMBC7mYLEs3TGEa9Bg,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCHsx4Hqa-1ORjQTh9TYDhww,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCKDxmImKVTAeTIYQVkxPp4A,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCKuZtzDaq0n5JOB53rrSNPg,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UChu62njnEBG-QaQ_owcbWcA,Undirected,1,1
UCHsx4Hqa-1ORjQTh9TYDhww,UCKDxmImKVTAeTIYQVkxPp4A,Undirected,1,1
UCHsx4Hqa-1ORjQTh9TYDhww,UCKuZtzDaq0n5JOB53rrSNPg,Undirected,1,1
UCHsx4Hqa-1ORjQTh9TYDhww,UChu62njnEBG-QaQ_owcbWcA,Undirected,1,1
UCKDxmImKVTAeTIYQVkxPp4A,UCKuZtzDaq0n5JOB53rrSNPg,Undirected,1,1
UCKDxmImKVTAeTIYQVkxPp4A,UChu62njnEBG-QaQ_owcbWcA,Undirected,1,1
UCKuZtzDaq0n5JOB53rrSNPg,UChu62njnEBG-QaQ_owcbWcA,Undirected,1,1
UC0kT8BCVhWg4-mXrVplGpqA,UC10BM9XdLdrvB8japwmRUvA,Undirected,1,1
UC0kT8BCVhWg4-mXrVplGpqA,UC8saOtRMr4bMetYYAWVdBCw,Undirected,1,1
UC0kT8BCVhWg4-mXrVplGpqA,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UC10BM9XdLdrvB8japwmRUvA,UC8saOtRMr4bMetYYAWVdBCw,Undirected,1,1
UC10BM9XdLdrvB8japwmRUvA,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,2,2
UC8saOtRMr4bMetYYAWVdBCw,UCSktMSoL-WG3IllOyWnBZFQ,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCgP3GbgbuVzAhlctGU5yuPA,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCjuV2sAsfqhm5tjwxKSsDvw,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCSktMSoL-WG3IllOyWnBZFQ,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCgP3GbgbuVzAhlctGU5yuPA,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCjuV2sAsfqhm5tjwxKSsDvw,Undirected,1,1
UCSktMSoL-WG3IllOyWnBZFQ,UCjuV2sAsfqhm5tjwxKSsDvw,Undirected,1,1
UCgP3GbgbuVzAhlctGU5yuPA,UCjuV2sAsfqhm5tjwxKSsDvw,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCVmJgkEvp5EhELLXTNyq-nQ,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCh30cqxXK4j5TsWaHp-roUg,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCo-n-t_XUp1ob6RlLgr6etQ,Undirected,1,1
UCVmJgkEvp5EhELLXTNyq-nQ,UCdIIkWHFR9Esvt5sVLsLq1A,Undirected,1,1
UCVmJgkEvp5EhELLXTNyq-nQ,UCh30cqxXK4j5TsWaHp-roUg,Undirected,1,1
UCVmJgkEvp5EhELLXTNyq-nQ,UCo-n-t_XUp1ob6RlLgr6etQ,Undirected,1,1
UCVmJgkEvp5EhELLXTNyq-nQ,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UCdIIkWHFR9Esvt5sVLsLq1A,UCh30cqxXK4j5TsWaHp-roUg,Undirected,1,1
UCdIIkWHFR9Esvt5sVLsLq1A,UCo-n-t_XUp1ob6RlLgr6etQ,Undirected,1,1
UCdIIkWHFR9Esvt5sVLsLq1A,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UCh30cqxXK4j5TsWaHp-roUg,UCo-n-t_XUp1ob6RlLgr6etQ,Undirected,1,1
UCh30cqxXK4j5TsWaHp-roUg,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UCo-n-t_XUp1ob6RlLgr6etQ,UCwB3Taqr8A3lxRKwqz58xhA,Undirected,1,1
UC3qLl2LioLEkZcjgmdzX2dg,UC8saOtRMr4bMetYYAWVdBCw,Undirected,1,1
UC3qLl2LioLEkZcjgmdzX2dg,UCAPtjSEfQ5jyu4yUvM_wU2Q,Undirected,1,1
UC3qLl2LioLEkZcjgmdzX2dg,UCr8xZjrTLG9-6E02Wj862pg,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCr8xZjrTLG9-6E02Wj862pg,Undirected,1,1
UCAPtjSEfQ5jyu4yUvM_wU2Q,UCr8xZjrTLG9-6E02Wj862pg,Undirected,1,1
UC2V0JD1YMbzcbrgQexJ8eNQ,UC8saOtRMr4bMetYYAWVdBCw,Undirected,1,1
UC2V0JD1YMbzcbrgQexJ8eNQ,UCatXx9LPplqgFVSIuLy6XPw,Undirected,1,1
UC2V0JD1YMbzcbrgQexJ8eNQ,UCdIIkWHFR9Esvt5sVLsLq1A,Undirected,1,1
UC8saOtRMr4bMetYYAWVdBCw,UCatXx9LPplqgFVSIuLy6XPw,Undirected,1,1
UCatXx9LPplqgFVSIuLy6XPw,UCdIIkWHFR9Esvt5sVLsLq1A,Undirected,1,1
UCV4XZYBPE70Xog1OjZnpqgg,UCo9jC3agot625b0btY4AZ1Q,Undirected,3,3
UCdIIkWHFR9Esvt5sVLsLq1A,UCo9jC3agot625b0btY4AZ1Q,Undirected,3,3
UC9ZJy-A2wus_MtdFBNRhs-w,UCTQWfX7UKw7f6bI5Fpczwxg,Undirected,1,1
UCHV60B-ox9Ra-jo9V3tz-jQ,UCTQWfX7UKw7f6bI5Fpczwxg,Undirected,1,1
UC8iFHqWjzEIgZnvqpH-wUsQ,UCJ6IsDg6y8jFdyHvfXV6aNQ,Undirected,1,1
UC8iFHqWjzEIgZnvqpH-wUsQ,UCT4tYSmOOb4sBhNpeu9DHhQ,Undirected,1,1
UC8iFHqWjzEIgZnvqpH-wUsQ,UCTQWfX7UKw7f6bI5Fpczwxg,Undirected,2,2
UC8iFHqWjzEIgZnvqpH-wUsQ,UCdIIkWHFR9Esvt5sVLsLq1A,Undirected,1,1
UCJ6IsDg6y8jFdyHvfXV6aNQ,UCT4tYSmOOb4sBhNpeu9DHhQ,Undirected,1,1
UCT4tYSmOOb4sBhNpeu9DHhQ,UCTQWfX7UKw7f6bI5Fpczwxg,Undirected,1,1
UCT4tYSmOOb4sBhNpeu9DHhQ,UCdIIkWHFR9Esvt5sVLsLq1A,Undirected,1,1
UC5akOhxdDIU3gZTJSmv_Wgg,UCLWLdvs2d63srGgIvYL_3fA,Undirected,1,1
UCCrRrZ42klvWtDjJtxYWUZw,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,1,1
UC9iIFj6J_tkSmmcVq5LhK2w,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,4,4
UCfeYI_o9NTv1Jsi18ta0qKw,UCkZ1QrqHwxnrW56YNf2GNaA,Undirected,1,1
UC9iIFj6J_tkSmmcVq5LhK2w,UCCIWRaoG_KjAvlRplZ5gVlg,Undirected,1,1
UC9iIFj6J_tkSmmcVq5LhK2w,UCHu_jjRLY-2v9Ls58S44txQ,Undirected,1,1
UCCIWRaoG_KjAvlRplZ5gVlg,UCHu_jjRLY-2v9Ls58S44txQ,Undirected,1,1
UCCIWRaoG_KjAvlRplZ5gVlg,UCZeWkiM4W_jx2ppjvRlsaIA,Undirected,1,1
UCCIWRaoG_KjAvlRplZ5gVlg,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,1,1
UCHu_jjRLY-2v9Ls58S44txQ,UCZeWkiM4W_jx2ppjvRlsaIA,Undirected,1,1
UCHu_jjRLY-2v9Ls58S44txQ,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,1,1
UCZeWkiM4W_jx2ppjvRlsaIA,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,1,1
UCHXqm6im50_Gr4oKL15XN1A,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,1,1
UCdIIkWHFR9Esvt5sVLsLq1A,UCfeYI_o9NTv1Jsi18ta0qKw,Undirected,2,2
UC9iIFj6J_tkSmmcVq5LhK2w,UCkslhm6b0k6t9-9oUhxP9Fg,Undirected,1,1
UCdIIkWHFR9Esvt5sVLsLq1A,UCkslhm6b0k6t9-9oUhxP9Fg,Undirected,1,1
